11	16	17	43	BLUE
13	20	21	55	BLUE
14	24	27	64	BLUE
16	28	32	73	BLUE
15	27	28	63	BLUE
13	21	19	49	BLUE
13	18	15	43	BLUE
13	16	13	39	BLUE
12	15	13	38	BLUE
12	15	13	38	BLUE
12	16	14	40	BLUE
12	19	19	47	BLUE
15	25	26	66	BLUE
17	31	34	76	BLUE
18	32	36	79	BLUE
16	24	26	54	BLUE
14	18	16	46	BLUE
14	17	14	43	BLUE
14	16	13	40	BLUE
13	16	13	42	BLUE
14	18	15	45	BLUE
15	21	20	55	BLUE
16	25	25	63	BLUE
18	30	36	84	BLUE
21	38	41	92	BLUE
19	30	31	75	BLUE
17	26	24	61	BLUE
15	21	18	50	BLUE
14	18	16	46	BLUE
14	18	16	45	BLUE
13	19	18	50	BLUE
13	22	23	55	BLUE
14	23	25	60	BLUE
15	28	30	76	BLUE
19	35	43	95	BLUE
21	40	43	95	BLUE
18	29	32	66	BLUE
13	22	20	50	BLUE
12	18	16	43	BLUE
11	17	16	42	BLUE
11	17	17	43	BLUE
11	19	19	50	BLUE
13	23	24	60	BLUE
15	28	34	76	BLUE
19	38	44	98	BLUE
21	41	47	102	BLUE
16	29	33	63	BLUE
12	20	19	46	BLUE
11	17	16	42	BLUE
11	18	18	44	BLUE
11	18	17	44	BLUE
11	18	18	47	BLUE
12	21	21	52	BLUE
12	21	21	51	BLUE
12	20	20	49	BLUE
12	20	21	52	BLUE
12	21	22	53	BLUE
12	22	23	54	BLUE
12	21	22	53	BLUE
12	22	23	55	BLUE
12	22	24	56	BLUE
13	23	24	57	BLUE
14	25	27	64	BLUE
16	28	30	70	BLUE
16	27	29	68	BLUE
16	28	31	72	BLUE
16	29	32	73	BLUE
15	24	26	57	BLUE
12	20	21	51	BLUE
11	18	18	42	BLUE
9	14	14	33	BLUE
8	13	13	33	BLUE
8	13	13	35	BLUE
9	17	17	41	BLUE
11	20	21	51	BLUE
12	24	25	62	BLUE
15	28	30	69	BLUE
16	31	34	79	BLUE
17	30	33	73	BLUE
16	27	29	68	BLUE
16	27	29	69	BLUE
16	28	30	70	BLUE
15	27	30	69	BLUE
16	28	31	72	BLUE
15	27	30	69	BLUE
14	25	27	61	BLUE
13	23	22	53	BLUE
11	18	18	43	BLUE
10	16	17	43	BLUE
11	19	19	48	BLUE
14	23	24	63	BLUE
16	28	31	72	BLUE
19	31	31	76	BLUE
18	27	28	69	BLUE
17	24	22	59	BLUE
15	21	19	52	BLUE
15	23	24	61	BLUE
17	27	27	69	BLUE
17	27	28	67	BLUE
16	25	25	63	BLUE
16	25	26	64	BLUE
15	26	27	66	BLUE
16	27	29	69	BLUE
15	26	28	64	BLUE
14	22	23	52	BLUE
12	18	16	41	BLUE
11	15	14	38	BLUE
11	15	13	39	BLUE
12	16	14	41	BLUE
12	15	14	39	BLUE
11	15	13	36	BLUE
11	14	11	34	BLUE
10	12	10	32	BLUE
10	12	10	30	BLUE
9	11	9	28	BLUE
9	11	9	28	BLUE
9	11	10	29	BLUE
9	13	12	33	BLUE
9	15	16	39	BLUE
10	18	20	48	BLUE
12	26	30	70	BLUE
14	29	33	71	BLUE
12	25	25	55	BLUE
10	16	17	38	BLUE
9	13	12	33	BLUE
9	13	11	31	BLUE
9	12	10	30	BLUE
9	12	10	30	BLUE
8	12	11	32	BLUE
9	15	17	41	BLUE
11	22	24	62	BLUE
15	31	36	79	BLUE
21	48	57	133	BLUE
32	67	89	186	BLUE
40	83	103	213	BLUE
33	55	67	110	BLUE
16	30	28	65	BLUE
12	21	20	47	BLUE
11	17	17	43	BLUE
11	19	19	47	BLUE
12	20	22	52	BLUE
14	25	28	70	BLUE
18	37	43	93	BLUE
23	47	55	119	BLUE
30	60	72	168	BLUE
34	65	78	164	BLUE
26	43	50	109	BLUE
18	27	30	58	BLUE
12	18	16	42	BLUE
11	15	14	38	BLUE
10	15	15	39	BLUE
11	18	17	44	BLUE
13	23	24	57	BLUE
18	33	42	94	BLUE
26	54	64	137	BLUE
31	58	69	148	BLUE
25	46	54	102	BLUE
16	24	26	62	BLUE
12	16	16	41	BLUE
10	14	13	34	BLUE
10	13	11	33	BLUE
10	13	12	34	BLUE
10	15	15	41	BLUE
12	20	25	58	BLUE
17	33	45	97	BLUE
23	45	54	111	BLUE
20	39	41	89	BLUE
16	29	29	65	BLUE
12	19	16	41	BLUE
10	14	13	34	BLUE
10	14	13	34	BLUE
10	15	15	39	BLUE
11	19	21	49	BLUE
16	29	39	86	BLUE
26	51	60	136	BLUE
34	69	95	198	BLUE
40	81	89	184	BLUE
24	47	47	100	BLUE
14	23	25	50	BLUE
11	17	16	40	BLUE
10	15	14	37	BLUE
10	15	15	38	BLUE
11	17	18	48	BLUE
14	25	32	72	BLUE
19	45	54	137	BLUE
30	75	93	199	BLUE
33	73	91	170	BLUE
24	43	51	107	BLUE
16	31	30	67	BLUE
12	20	21	46	BLUE
10	16	16	39	BLUE
10	16	16	42	BLUE
11	18	20	47	BLUE
12	23	25	60	BLUE
14	29	33	84	BLUE
25	52	77	159	BLUE
42	105	130	309	BLUE
60	129	161	326	BLUE
37	81	100	169	BLUE
22	36	43	78	BLUE
14	24	26	59	BLUE
11	19	20	46	BLUE
11	20	21	50	BLUE
12	24	27	60	BLUE
14	30	35	86	BLUE
22	54	65	134	BLUE
31	68	90	183	BLUE
35	76	93	184	BLUE
30	58	69	144	BLUE
24	44	52	111	BLUE
19	36	41	86	BLUE
17	31	35	78	BLUE
17	30	33	75	BLUE
19	36	46	101	BLUE
24	48	60	127	BLUE
23	47	52	111	BLUE
19	34	40	79	BLUE
14	29	33	72	BLUE
14	29	33	73	BLUE
15	30	36	79	BLUE
16	35	43	91	BLUE
19	40	48	110	BLUE
28	58	72	148	BLUE
20	44	44	93	BLUE
15	31	33	72	BLUE
14	30	35	85	BLUE
24	46	59	124	BLUE
29	57	67	139	BLUE
15	31	36	77	BLUE
24	54	92	191	BLUE
38	79	77	163	BLUE
19	32	38	82	BLUE
17	40	95	203	BLUE
58	134	166	339	BLUE
35	46	57	83	BLUE
12	24	28	60	BLUE
13	30	42	89	BLUE
22	54	64	148	BLUE
30	63	77	161	BLUE
24	37	45	93	BLUE
12	25	28	61	BLUE
13	29	33	80	BLUE
19	40	46	104	BLUE
23	43	46	100	BLUE
17	31	36	77	BLUE
13	26	29	64	BLUE
14	27	32	72	BLUE
18	49	59	152	BLUE
34	67	81	167	BLUE
30	60	72	154	BLUE
28	58	70	138	BLUE
22	47	56	121	BLUE
21	44	53	111	BLUE
24	52	61	133	BLUE
27	51	62	135	BLUE
18	37	42	80	BLUE
13	26	27	62	BLUE
14	28	35	76	BLUE
21	39	45	97	BLUE
20	38	44	96	BLUE
17	34	39	85	BLUE
15	34	39	87	BLUE
17	37	41	91	BLUE
20	44	59	124	BLUE
31	81	98	204	BLUE
47	94	115	212	BLUE
37	75	91	200	BLUE
42	86	111	231	BLUE
45	92	107	222	BLUE
39	79	89	187	BLUE
33	65	78	163	BLUE
30	64	77	160	BLUE
36	74	89	188	BLUE
36	70	80	171	BLUE
30	55	66	135	BLUE
24	48	57	119	BLUE
21	42	45	96	BLUE
14	30	35	76	BLUE
16	34	40	100	BLUE
29	57	75	160	BLUE
32	62	76	141	BLUE
25	43	50	100	BLUE
19	36	40	88	BLUE
19	35	42	94	BLUE
22	41	47	110	BLUE
21	41	47	102	BLUE
17	30	32	68	BLUE
14	24	25	57	BLUE
13	20	20	50	BLUE
12	20	20	51	BLUE
13	22	22	55	BLUE
14	24	24	59	BLUE
14	23	24	56	BLUE
13	22	23	56	BLUE
14	25	27	64	BLUE
20	39	53	113	BLUE
32	69	82	177	BLUE
52	108	164	340	BLUE
102	248	307	646	BLUE
97	183	223	349	BLUE
42	92	92	192	BLUE
25	43	50	92	BLUE
17	30	34	71	BLUE
14	26	27	63	BLUE
13	23	24	55	BLUE
12	23	24	57	BLUE
13	24	26	59	BLUE
13	24	27	61	BLUE
13	24	26	59	BLUE
13	22	23	54	BLUE
12	19	19	45	BLUE
12	17	15	41	BLUE
12	16	13	40	BLUE
12	15	13	38	BLUE
12	15	14	39	BLUE
12	16	14	41	BLUE
15	16	14	44	BLUE
16	17	15	46	BLUE
14	17	16	45	BLUE
14	17	16	46	BLUE
14	18	16	45	BLUE
14	18	17	45	BLUE
14	18	17	46	BLUE
14	18	18	48	BLUE
13	19	19	49	BLUE
12	19	20	48	BLUE
13	21	24	54	BLUE
11	20	22	50	BLUE
11	19	20	47	BLUE
12	20	23	50	BLUE
14	25	29	64	BLUE
15	27	31	71	BLUE
20	33	40	90	BLUE
19	45	55	113	BLUE
21	44	52	97	BLUE
19	39	46	98	BLUE
17	35	45	94	BLUE
19	42	50	115	BLUE
22	45	54	124	BLUE
25	52	67	138	BLUE
30	62	81	167	BLUE
38	80	107	218	BLUE
47	104	128	262	BLUE
51	105	129	261	BLUE
49	110	136	278	BLUE
71	151	187	524	BLUE
151	301	373	763	BLUE
100	219	212	427	BLUE
46	97	116	236	BLUE
36	65	79	141	BLUE
25	47	57	112	BLUE
24	49	59	121	BLUE
24	50	60	125	BLUE
26	54	65	121	BLUE
20	41	50	97	BLUE
16	31	37	79	BLUE
16	31	36	78	BLUE
16	31	37	70	BLUE
11	23	27	59	BLUE
14	26	30	66	BLUE
18	35	41	103	BLUE
24	56	68	140	BLUE
26	55	68	138	BLUE
22	49	60	126	BLUE
22	41	45	96	BLUE
18	27	30	64	BLUE
14	27	29	67	BLUE
17	32	36	89	BLUE
23	43	50	118	BLUE
27	55	65	144	BLUE
28	54	64	126	BLUE
23	50	59	125	BLUE
29	65	77	171	BLUE
37	80	97	203	BLUE
47	105	126	263	BLUE
41	87	107	196	BLUE
29	56	67	132	BLUE
25	49	56	125	BLUE
33	56	65	152	BLUE
36	65	74	174	BLUE
37	76	91	207	BLUE
49	96	119	251	BLUE
49	103	127	278	BLUE
46	95	113	202	BLUE
35	62	56	139	BLUE
34	46	42	122	BLUE
38	49	42	135	BLUE
45	52	46	147	BLUE
50	59	51	163	BLUE
54	61	53	170	BLUE
55	60	50	165	BLUE
53	56	47	156	BLUE
48	51	42	140	BLUE
29	38	31	71	BLUE
14	16	14	40	BLUE
22	22	16	93	BLUE
52	45	25	106	BLUE
15	16	8	30	BLUE
12	12	8	31	BLUE
13	16	11	41	BLUE
12	13	15	42	BLUE
11	19	19	46	BLUE
11	18	19	43	BLUE
10	17	17	41	BLUE
11	17	18	44	BLUE
12	18	19	47	BLUE
13	19	20	50	BLUE
14	20	20	51	BLUE
13	20	21	51	BLUE
15	22	23	60	BLUE
16	24	25	62	BLUE
16	24	25	60	BLUE
15	25	26	64	BLUE
16	27	30	72	BLUE
18	29	33	77	BLUE
22	34	38	92	BLUE
29	42	58	125	BLUE
27	52	62	131	BLUE
27	54	64	134	BLUE
25	49	55	116	BLUE
21	41	47	97	BLUE
21	42	51	106	BLUE
21	43	52	113	BLUE
24	49	63	130	BLUE
26	53	63	130	BLUE
21	44	50	103	BLUE
18	37	44	92	BLUE
14	29	34	72	BLUE
15	29	33	87	BLUE
22	42	55	116	BLUE
21	39	46	100	BLUE
22	41	48	104	BLUE
22	43	51	109	BLUE
20	42	52	108	BLUE
22	47	63	131	BLUE
26	52	63	123	BLUE
22	44	50	105	BLUE
19	40	48	101	BLUE
21	44	55	115	BLUE
22	47	62	129	BLUE
28	59	76	156	BLUE
30	61	73	182	BLUE
55	122	150	310	BLUE
55	94	117	216	BLUE
28	58	69	142	BLUE
25	53	64	145	BLUE
30	60	73	152	BLUE
30	59	71	153	BLUE
33	69	83	170	BLUE
34	73	89	176	BLUE
20	47	45	96	BLUE
14	23	25	46	BLUE
10	18	19	49	BLUE
15	34	52	110	BLUE
25	66	81	182	BLUE
34	76	94	195	BLUE
33	71	83	171	BLUE
23	45	55	102	BLUE
16	35	42	79	BLUE
12	28	32	66	BLUE
18	37	44	100	BLUE
20	36	41	85	BLUE
27	36	38	112	BLUE
42	45	39	132	BLUE
58	55	46	155	BLUE
61	60	51	173	BLUE
63	58	50	154	BLUE
54	56	49	149	BLUE
45	50	39	120	BLUE
12	19	20	46	BLUE
11	17	18	43	BLUE
10	16	16	41	BLUE
10	17	17	43	BLUE
11	18	19	46	BLUE
12	19	20	49	BLUE
13	19	20	48	BLUE
12	19	20	48	BLUE
12	20	21	50	BLUE
11	18	19	45	BLUE
10	18	19	46	BLUE
11	20	21	50	BLUE
12	22	24	55	BLUE
12	22	25	56	BLUE
13	23	25	60	BLUE
14	26	29	65	BLUE
16	29	33	74	BLUE
16	29	33	72	BLUE
16	31	40	86	BLUE
23	46	57	120	BLUE
25	43	50	93	BLUE
16	24	26	62	BLUE
13	20	19	49	BLUE
12	16	15	41	BLUE
12	15	13	39	BLUE
12	15	12	38	BLUE
12	14	11	38	BLUE
14	15	12	39	BLUE
14	15	12	40	BLUE
14	15	13	41	BLUE
13	18	17	46	BLUE
15	21	21	56	BLUE
15	22	22	55	BLUE
14	22	22	55	BLUE
13	21	21	53	BLUE
12	19	19	47	BLUE
11	18	18	44	BLUE
11	18	19	47	BLUE
11	21	22	51	BLUE
12	21	22	52	BLUE
12	20	20	48	BLUE
12	18	16	43	BLUE
11	16	15	40	BLUE
12	18	18	48	BLUE
13	21	21	52	BLUE
13	22	23	54	BLUE
13	22	22	52	BLUE
12	20	20	49	BLUE
12	20	20	50	BLUE
12	20	21	50	BLUE
11	19	19	45	BLUE
11	18	18	45	BLUE
12	18	17	45	BLUE
13	18	16	45	BLUE
12	18	17	45	BLUE
12	18	17	45	BLUE
12	18	17	45	BLUE
12	18	18	46	BLUE
13	18	17	47	BLUE
14	19	17	50	BLUE
16	19	17	50	BLUE
16	19	16	50	BLUE
17	19	17	50	BLUE
17	20	17	51	BLUE
17	19	17	50	BLUE
16	19	17	50	BLUE
16	20	19	52	BLUE
16	21	21	54	BLUE
15	21	21	53	BLUE
15	20	18	50	BLUE
14	19	17	47	BLUE
13	19	19	49	BLUE
13	23	24	57	BLUE
13	23	24	56	BLUE
13	22	22	55	BLUE
13	21	20	51	BLUE
13	21	21	54	BLUE
14	26	28	66	BLUE
19	35	39	89	BLUE
18	32	35	74	BLUE
15	26	28	64	BLUE
15	27	30	69	BLUE
15	27	29	64	BLUE
13	23	23	54	BLUE
11	19	19	47	BLUE
12	19	19	48	BLUE
11	20	20	50	BLUE
11	19	20	49	BLUE
12	20	20	51	BLUE
13	22	22	55	BLUE
13	22	21	53	BLUE
14	20	18	49	BLUE
13	19	18	48	BLUE
14	18	17	47	BLUE
13	17	16	44	BLUE
12	16	15	42	BLUE
12	17	16	43	BLUE
13	17	16	44	BLUE
12	17	15	42	BLUE
12	17	17	44	BLUE
11	18	19	46	BLUE
11	18	18	45	BLUE
12	19	20	49	BLUE
11	19	18	43	BLUE
9	14	15	37	BLUE
10	16	16	41	BLUE
11	17	17	42	BLUE
11	18	18	45	BLUE
14	22	23	57	BLUE
13	24	27	61	BLUE
12	24	27	58	BLUE
12	21	22	52	BLUE
12	20	20	49	BLUE
12	19	19	46	BLUE
11	17	17	43	BLUE
10	17	18	45	BLUE
11	18	19	48	BLUE
13	25	27	62	BLUE
13	22	24	56	BLUE
11	19	20	47	BLUE
10	18	19	47	BLUE
11	19	20	49	BLUE
12	21	24	56	BLUE
13	24	27	64	BLUE
14	26	29	70	BLUE
15	28	31	71	BLUE
16	28	30	70	BLUE
14	23	25	58	BLUE
14	24	26	63	BLUE
16	28	30	74	BLUE
18	30	32	75	BLUE
17	27	28	67	BLUE
14	23	23	57	BLUE
13	21	22	53	BLUE
11	19	21	48	BLUE
11	21	23	52	BLUE
13	26	29	66	BLUE
15	27	30	72	BLUE
17	31	40	86	BLUE
18	34	37	81	BLUE
14	25	29	63	BLUE
13	27	35	75	BLUE
21	41	46	98	BLUE
16	28	32	64	BLUE
11	22	25	54	BLUE
10	19	21	47	BLUE
11	21	23	55	BLUE
12	19	21	48	BLUE
9	16	15	36	BLUE
9	14	14	36	BLUE
10	19	20	47	BLUE
12	21	24	54	BLUE
14	24	26	60	BLUE
13	22	24	53	BLUE
11	20	21	48	BLUE
11	19	22	51	BLUE
14	25	26	63	BLUE
17	24	24	60	BLUE
14	23	25	59	BLUE
14	24	26	61	BLUE
16	28	30	69	BLUE
15	26	27	64	BLUE
14	22	23	53	BLUE
12	21	23	54	BLUE
14	24	26	61	BLUE
16	27	30	68	BLUE
14	25	27	63	BLUE
15	27	29	67	BLUE
21	34	37	87	BLUE
21	33	32	80	BLUE
21	34	36	88	BLUE
25	41	47	108	BLUE
24	43	47	105	BLUE
21	32	35	71	BLUE
14	21	18	48	BLUE
13	17	14	42	BLUE
13	15	12	39	BLUE
13	14	11	37	BLUE
13	14	11	36	BLUE
12	13	11	35	BLUE
11	13	11	34	BLUE
10	14	12	36	BLUE
10	15	14	38	BLUE
11	17	17	43	BLUE
11	20	21	49	BLUE
14	26	28	71	BLUE
18	41	48	102	BLUE
26	60	73	159	BLUE
26	55	54	114	BLUE
14	24	25	52	BLUE
12	17	17	41	BLUE
11	15	12	37	BLUE
11	14	11	35	BLUE
11	13	11	35	BLUE
12	13	10	34	BLUE
12	13	10	34	BLUE
11	13	11	35	BLUE
11	14	12	37	BLUE
11	15	14	39	BLUE
11	16	16	42	BLUE
12	18	20	48	BLUE
14	23	27	62	BLUE
16	29	33	77	BLUE
19	37	47	100	BLUE
26	54	65	147	BLUE
33	68	84	169	BLUE
25	52	51	108	BLUE
15	27	30	58	BLUE
13	18	18	42	BLUE
12	15	12	38	BLUE
12	14	11	36	BLUE
13	14	10	36	BLUE
13	14	10	36	BLUE
13	14	10	36	BLUE
14	14	11	37	BLUE
14	15	13	41	BLUE
15	18	17	48	BLUE
16	21	22	57	BLUE
18	30	32	88	BLUE
25	45	58	124	BLUE
30	69	83	173	BLUE
42	85	104	214	BLUE
42	83	101	181	BLUE
29	44	51	111	BLUE
16	23	20	52	BLUE
14	16	14	40	BLUE
14	15	11	38	BLUE
14	14	11	36	BLUE
14	14	10	36	BLUE
14	14	11	36	BLUE
14	14	11	38	BLUE
14	15	13	41	BLUE
15	17	15	47	BLUE
16	21	22	58	BLUE
18	28	30	78	BLUE
22	35	39	96	BLUE
24	41	48	108	BLUE
29	53	63	147	BLUE
34	65	79	168	BLUE
32	63	66	141	BLUE
20	35	39	72	BLUE
16	21	20	49	BLUE
15	17	14	43	BLUE
15	16	13	42	BLUE
16	16	13	42	BLUE
15	16	12	42	BLUE
16	16	12	41	BLUE
13	16	13	40	BLUE
12	18	17	49	BLUE
14	27	29	75	BLUE
18	34	38	92	BLUE
23	43	56	123	BLUE
31	66	79	182	BLUE
38	79	96	194	BLUE
36	73	86	180	BLUE
31	56	67	124	BLUE
22	36	41	79	BLUE
15	24	26	55	BLUE
12	16	15	37	BLUE
10	13	12	33	BLUE
11	13	11	33	BLUE
11	13	11	33	BLUE
11	14	13	37	BLUE
12	19	19	54	BLUE
15	24	28	67	BLUE
19	33	42	95	BLUE
26	57	68	158	BLUE
30	51	60	114	BLUE
22	36	40	83	BLUE
17	29	31	70	BLUE
14	26	30	67	BLUE
17	33	41	89	BLUE
18	35	39	85	BLUE
16	30	34	76	BLUE
17	31	35	76	BLUE
14	27	29	65	BLUE
14	29	33	77	BLUE
17	39	46	113	BLUE
28	56	68	142	BLUE
26	45	53	93	BLUE
15	29	33	75	BLUE
17	34	38	84	BLUE
16	30	32	72	BLUE
15	27	30	66	BLUE
14	26	29	65	BLUE
12	24	25	57	BLUE
11	20	21	50	BLUE
13	22	23	56	BLUE
14	22	22	54	BLUE
13	20	20	49	BLUE
12	20	19	48	BLUE
13	19	19	48	BLUE
13	18	17	46	BLUE
13	18	17	46	BLUE
12	18	17	44	BLUE
11	16	16	40	BLUE
11	15	14	38	BLUE
10	14	13	36	BLUE
11	15	13	36	BLUE
11	14	13	35	BLUE
10	12	11	31	BLUE
9	12	11	29	BLUE
9	13	12	34	BLUE
10	14	13	35	BLUE
9	14	13	34	BLUE
9	14	13	34	BLUE
8	14	14	35	BLUE
9	14	14	36	BLUE
9	15	15	39	BLUE
11	18	19	47	BLUE
11	18	18	43	BLUE
10	17	16	41	BLUE
10	16	16	40	BLUE
11	17	17	49	BLUE
14	25	32	72	BLUE
21	41	47	103	BLUE
24	42	49	105	BLUE
16	32	36	79	BLUE
15	28	32	71	BLUE
13	28	31	69	BLUE
19	36	49	106	BLUE
26	55	66	138	BLUE
26	52	62	131	BLUE
20	43	52	105	BLUE
21	41	45	97	BLUE
18	42	50	104	BLUE
26	51	61	129	BLUE
23	41	47	103	BLUE
16	27	31	64	BLUE
12	24	26	59	BLUE
12	25	27	66	BLUE
15	29	33	72	BLUE
16	29	30	68	BLUE
13	22	24	51	BLUE
11	19	19	46	BLUE
11	19	19	47	BLUE
12	19	19	48	BLUE
12	19	18	45	BLUE
11	17	17	43	BLUE
11	16	16	40	BLUE
10	15	16	37	BLUE
9	14	15	36	BLUE
9	13	13	32	BLUE
9	13	12	31	BLUE
8	12	11	30	BLUE
8	12	11	29	BLUE
8	11	10	26	BLUE
7	10	10	26	BLUE
8	11	10	28	BLUE
8	12	11	31	BLUE
9	13	12	34	BLUE
10	14	13	36	BLUE
11	14	13	37	BLUE
11	15	15	40	BLUE
11	17	17	45	BLUE
11	17	18	41	BLUE
9	15	15	37	BLUE
9	14	14	35	BLUE
9	14	14	36	BLUE
10	15	15	40	BLUE
11	16	16	42	BLUE
11	17	16	41	BLUE
10	15	14	38	BLUE
9	14	14	36	BLUE
9	14	14	36	BLUE
10	16	15	42	BLUE
11	18	18	45	BLUE
11	18	18	44	BLUE
11	17	17	43	BLUE
10	16	16	40	BLUE
10	16	16	40	BLUE
10	16	15	39	BLUE
10	15	14	38	BLUE
10	16	15	41	BLUE
11	19	18	47	BLUE
12	20	21	51	BLUE
13	21	22	53	BLUE
13	22	22	57	BLUE
14	25	27	61	BLUE
14	26	29	65	BLUE
18	13	10	39	RED
19	13	9	39	RED
19	11	8	37	RED
21	11	9	41	RED
27	12	10	49	RED
34	14	12	57	RED
39	15	14	63	RED
41	15	14	63	RED
42	15	14	68	RED
48	16	16	75	RED
51	17	17	81	RED
55	18	18	84	RED
57	19	19	89	RED
60	19	19	89	RED
62	19	19	90	RED
60	19	19	89	RED
63	19	20	92	RED
62	18	18	88	RED
57	17	17	79	RED
47	15	14	68	RED
42	14	13	63	RED
41	14	13	63	RED
42	14	14	64	RED
43	15	14	66	RED
45	16	15	69	RED
45	16	15	69	RED
46	16	15	72	RED
51	17	17	78	RED
54	18	17	82	RED
54	18	17	82	RED
52	18	17	79	RED
54	18	17	81	RED
52	18	17	80	RED
52	18	17	80	RED
63	20	21	101	RED
75	25	25	116	RED
81	25	25	117	RED
72	23	23	105	RED
72	23	23	110	RED
84	26	26	123	RED
77	22	22	103	RED
57	19	18	81	RED
49	17	16	73	RED
45	16	14	67	RED
41	15	14	65	RED
45	15	15	70	RED
48	16	16	74	RED
49	16	16	73	RED
48	16	16	74	RED
51	18	17	85	RED
62	20	20	97	RED
69	22	22	102	RED
59	20	19	87	RED
56	19	18	84	RED
54	19	18	81	RED
51	18	16	77	RED
51	18	17	80	RED
54	19	18	84	RED
51	19	17	77	RED
53	19	18	81	RED
